restaurant_id,yelp_id,name,rating,review_count,quality_score,price,price_level,price_was_missing,phone,has_phone,categories,main_category,category_count,transactions,has_delivery,has_pickup,has_reservation,latitude,longitude,address,city,state,zip_code,country
95,slvV-dnTf2HCi2JgDjjWdg,Guys Burger Joint,4.3,6,4.31,$,1,False,Sin dato,False,Burgers,Burgers,1,Sin dato,False,False,False,25.7788729807323,-80.1775033134918,"Port of Miami, Miami, FL 33132",Miami,FL,33132,US
96,l9cOs1k4BMGHIbKCQJQ8rg,Cotoletta,4.6,70,4.43,$$,2,True,(786) 409-7151,True,"Salad, Italian",Salad,2,Sin dato,False,False,False,25.727764,-80.245421,"3206 Grand Ave, Miami, FL 33133",Miami,FL,33133,US
97,XxQ-z1_U5ByzAn6IuYy4aA,Meraki Greek Bistro,4.2,420,4.22,$$,2,False,(786) 254-7079,True,"Greek, Seafood, Beer, Wine & Spirits",Greek,4,pickup,False,True,False,25.7270587,-80.24368423,"3462 Main Hwy, Miami, FL 33133",Miami,FL,33133,US
98,gosIrtHXK9sgKEyhu6j_zQ,CHIMBA,4.5,128,4.41,$$,2,True,(786) 558-5898,True,"Latin American, Cocktail Bars, Argentine",Latin American,3,"delivery, pickup",True,True,False,25.8038,-80.19136,"2830 NE 2nd Ave, Miami, FL 33137",Miami,FL,33137,US
99,sWSzsElqCo-HHO_LUJWhow,Serafina,4.1,35,4.25,$$,2,True,(305) 902-1851,True,"Bars, Italian",Bars,2,Sin dato,False,False,False,25.78100518205526,-80.1913518692783,"652 NE 2nd Ave, Miami, FL 33132",Miami,FL,33132,US
100,KXv8dsRBmOmGwRTqX_Rr8A,Ariete,4.0,742,4.04,$$$$,4,False,(305) 640-5862,True,"New American, Bars",New American,2,pickup,False,True,False,25.7251094,-80.2453951,"3540 Main Hwy, Miami, FL 33133",Miami,FL,33133,US
101,jOPPqsJ7TJQyix3nsDuIlw,Urbano Cucina Italiana,4.4,97,4.35,$$,2,False,(305) 266-1355,True,Italian,Italian,1,Sin dato,False,False,False,25.7781048,-80.2896454,"5749 NW 7th St, Miami, FL 33126",Miami,FL,33126,US
102,LAGUcnPAa8ByFqq7J4WNjQ,La Camaronera Seafood Joint & Fish Market,4.1,1024,4.12,$$,2,False,(305) 642-3322,True,"Seafood, Seafood Markets, Food Stands",Seafood,3,"delivery, pickup",True,True,False,25.7725377,-80.2277893,"1952 W Flagler St, Miami, FL 33135",Miami,FL,33135,US
103,VQhQ0LI3r9T_PHJvAeyp0Q,Blue Elephant,4.5,157,4.42,$$,2,False,(786) 534-5355,True,Thai,Thai,1,"delivery, pickup",True,True,False,25.73265,-80.33117,"8384 SW 40th St, Miami, FL 33155",Miami,FL,33155,US
104,tSJNc25EKw2GxGM6Mm9Ztg,Casa Lucas Restaurant,5.0,1,4.31,$$,2,True,(786) 534-4109,True,Spanish,Spanish,1,Sin dato,False,False,False,25.761521176971645,-80.325271,"7950 SW 8th St, Miami, FL 33144",Miami,FL,33144,US
105,2eIez2Q7S8-btrCf5hXXaQ,La Granja,4.0,112,4.14,$$,2,False,(305) 642-4516,True,"Peruvian, Desserts, Seafood",Peruvian,3,"delivery, pickup",True,True,False,25.78309715626249,-80.26368865119036,"1199 NW 42nd Ave, Miami, FL 33126",Miami,FL,33126,US
106,bh-6ZP9GIr36mP5U7UCuxQ,Fritanga El Triunfo,5.0,1,4.31,$$,2,True,(786) 736-1137,True,Nicaraguan,Nicaraguan,1,Sin dato,False,False,False,25.771694747662053,-80.23036669999999,"2175 SW 1st St, Miami, FL 33135",Miami,FL,33135,US
107,Z4_MkMLc_CA4kkAYOj5EzA,Pastis Miami,4.4,395,4.38,$$$$,4,True,(305) 686-3050,True,French,French,1,Sin dato,False,False,False,25.8011472,-80.2019445,"380 NW 26th St, Miami, FL 33127",Miami,FL,33127,US
108,5Rq4O0gzalOQ79NenZUyqg,Tinta y Café,4.3,1089,4.3,$$,2,False,(305) 285-0101,True,"Coffee & Tea, Cuban, Sandwiches",Coffee & Tea,3,"delivery, pickup",True,True,False,25.7592231998562,-80.2586163778576,"1315 Ponce De Leon Blvd, Miami, FL 33134",Miami,FL,33134,US
109,_VXHJo6EeSHVH-EqF8CpMQ,The Gibson Room,4.0,110,4.15,$$,2,True,(305) 570-4311,True,New American,New American,1,Sin dato,False,False,False,25.75031,-80.2307,"2224 SW 22nd St, Miami, FL 33145",Miami,FL,33145,US
110,uyaz8BMIp2n7lhSpjZ8quA,L'Atelier de Joel Robuchon,4.2,207,4.23,$$$$,4,False,(305) 402-9070,True,French,French,1,delivery,True,False,False,25.814314,-80.1924526,"151 NE 41st, Ste 235, Miami, FL 33137",Miami,FL,33137,US
111,LB-ikckbQIHkf-6lAPu0nw,Eight Bar,4.4,34,4.33,$$,2,True,Sin dato,False,"American, Cocktail Bars",American,2,Sin dato,False,False,False,25.7808,-80.192,"699 NE 1st Ave, Miami, FL 33132",Miami,FL,33132,US
112,C0oehMtQSl_JOKWIX6ORzQ,Ristorante Fratelli Milano,4.4,1423,4.39,$$,2,False,(305) 373-2300,True,Italian,Italian,1,"delivery, pickup",True,True,False,25.7734433,-80.1898863,"213 SE 1st St, Miami, FL 33131",Miami,FL,33131,US
113,dwHtZFNaxq62OUVG9FxndA,Jaguar Restaurant - Coconut Grove,4.1,1204,4.12,$$,2,False,(305) 444-0216,True,"Latin American, Peruvian, Mexican",Latin American,3,"delivery, pickup",True,True,False,25.72829653789666,-80.2428111401923,"3067 Grand Ave, Miami, FL 33133",Miami,FL,33133,US
114,ZPrrMX0n6INLmlnJ9Nu_oQ,Madrid Tapas Y Vinos,4.0,349,4.07,$$,2,False,(786) 391-2471,True,"Spanish, Seafood, Tapas Bars",Spanish,3,"delivery, pickup",True,True,False,25.7775426223252,-80.2637512404755,"525 NW 42nd Ave, Miami, FL 33126",Miami,FL,33126,US
115,snJPBuR3TtYfapCHuZWsOQ,Manjay Restaurant,4.4,171,4.37,$$,2,False,(305) 908-3849,True,Caribbean,Caribbean,1,"delivery, pickup",True,True,False,25.851947,-80.19344,"8300 NE 2nd Ave, Miami, FL 33138",Miami,FL,33138,US
116,E3ReCbRJl7dDf1K_ZIznSw,Cafe L'Artisan,4.5,2,4.31,$$,2,True,(305) 269-1996,True,Cafes,Cafes,1,Sin dato,False,False,False,25.77981,-80.29596,"701 NW 62nd Ave, Ste 120, Miami, FL 33126",Miami,FL,33126,US
117,FlwH8ubnK7rBYJaqAyr6fA,Ventanas Restaurant Bar & Lounge,4.1,11,4.29,$$,2,False,(786) 353-9460,True,"Latin American, Bars",Latin American,2,delivery,True,False,False,25.735223,-80.257644,"3861 SW 40th St, Miami, FL 33146",Miami,FL,33146,US
118,8_cuODO8G0yuzQO_fRW5kA,Toro Toro,4.2,1429,4.21,$$$,3,False,(305) 372-4710,True,"Steakhouses, Tapas Bars, Cocktail Bars",Steakhouses,3,"delivery, pickup",True,True,False,25.772572,-80.185336,"100 Chopin Plz, Miami, FL 33131",Miami,FL,33131,US
119,icKTH2PWMX2kbgGXkSHYow,Tacos 19,5.0,23,4.44,$$,2,True,(786) 856-6312,True,"Mexican, Food Trucks",Mexican,2,Sin dato,False,False,False,25.757851409148767,-80.30829409352302,"1325 SW 70th Ave, Miami, FL 33144",Miami,FL,33144,US
120,dYilRUDRuLck9_oC36O8DA,Le Parc Cafe,4.3,77,4.3,$$,2,False,(305) 722-8785,True,"Coffee & Tea, Breakfast & Brunch, Cafes",Coffee & Tea,3,"delivery, pickup",True,True,False,25.752923042166735,-80.27449089999999,"997 N Greenway Dr, Coral Gables Golf & Country Club, Miami, FL 33134",Miami,FL,33134,US
121,wCmM7JcQ6UVgHRvjH9_ebA,Rickenbacker Restaurant,3.5,36,4.09,$$,2,False,(305) 871-3800,True,New American,New American,1,delivery,True,False,False,25.79453,-80.25954,"3900 NW 21st St, Inside of the Sheraton Miami Airport, Miami, FL 33142",Miami,FL,33142,US
122,8cFtrhGR1jfM5dbJwPm9nw,No manches que rico,4.0,196,4.1,$$,2,False,(786) 229-0002,True,Tacos,Tacos,1,"delivery, pickup",True,True,False,25.76314000250607,-80.2963473,"6212 SW 8th St, Miami, FL 33155",Miami,FL,33155,US
123,zeD0dnP6grNMgO43Q5SlGg,Charlatam,5.0,8,4.36,$$,2,True,(786) 452-0126,True,Latin American,Latin American,1,Sin dato,False,False,False,25.75536,-80.207567,"2525 SW 3rd Ave, Ste cu2, Miami, FL 33129",Miami,FL,33129,US
124,Kvr6dEn6ZLfH8--kiaclwA,DCG - District Chicken & Gyro,4.6,48,4.4,$$,2,True,Sin dato,False,"Chicken Shop, Halal",Chicken Shop,2,"delivery, pickup",True,True,False,25.76612370872205,-80.19379679999999,"26 SW 8th St, Fl 1, Miami, FL 33130",Miami,FL,33130,US
125,go0lJ37XDIoKO-TxJmRJSQ,Tam Tam,4.4,229,4.37,$$$,3,False,(786) 933-6378,True,"Vietnamese, Wine Bars, Seafood",Vietnamese,3,Sin dato,False,False,False,25.775220505881222,-80.19508642120888,"99 NW 1st St, Miami, FL 33128",Miami,FL,33128,US
126,-fCMdb5Rfc0oTOWBnW9RSA,La Rosa Fine Cuban Cuisine,4.1,537,4.13,$$,2,False,(305) 541-1715,True,"Cuban, Bars, Steakhouses",Cuban,3,pickup,False,True,False,25.779044,-80.262671,"4041 NW 7th St, Miami, FL 33126",Miami,FL,33126,US
127,bcjpKKj5cnfg8fvmMeVyfw,Fooq's,4.7,17,4.36,$$,2,True,(786) 214-9076,True,Mediterranean,Mediterranean,1,Sin dato,False,False,False,25.8419927,-80.1991753,"150 NW 73rd St, Miami, FL 33150",Miami,FL,33150,US
128,bUAxNjDUfuXliayLcrZM2A,World Famous House of Mac,4.2,1497,4.21,$$,2,False,(786) 636-6967,True,"Soul Food, Chicken Wings, Pizza",Soul Food,3,"delivery, pickup",True,True,False,25.794833670759388,-80.20686298614746,"1951 NW 7th Ave, Ste 190, Miami, FL 33136",Miami,FL,33136,US
129,7vfXSyGcwevo-u8fzo9Ddg,Si Papa,4.1,34,4.25,$$,2,False,Sin dato,False,Italian,Italian,1,Sin dato,False,False,False,25.72779003037931,-80.24506354498811,"3190 Commodore Plz, Miami, FL 33133",Miami,FL,33133,US
130,ZYdNJXIpa4PJI4yUFFpSKQ,Giovanni's Ristorante,4.6,220,4.51,$$,2,False,(305) 262-6966,True,"Italian, Argentine",Italian,2,delivery,True,False,False,25.760843,-80.3344,"8522 SW 8th St, Miami, FL 33144",Miami,FL,33144,US
131,FsxeioKuJn80mYzvNcgj3g,El Ñaño Miami,4.2,13,4.29,$$,2,True,635 18 17 71,True,"Spanish, Latin American",Spanish,2,Sin dato,False,False,False,25.74972,-80.26156,"339 Miracle Mile, Miami, FL 33134",Miami,FL,33134,US
132,cD6Qe1U1YXFgzOqo4Wn4Hw,Baiablu Italian Restaurant,4.7,61,4.46,$$,2,True,(786) 885-2242,True,"Salad, Italian, Seafood",Salad,3,"delivery, pickup, restaurant_reservation",True,True,True,25.72758034870118,-80.2450332,"3176 Commodore Plz, Miami, FL 33133",Miami,FL,33133,US
133,2SJpb38UqPLwfMukVG8NKg,The Mediterranean Kitchen,4.3,8,4.31,$$,2,True,(305) 869-3387,True,Mediterranean,Mediterranean,1,Sin dato,False,False,False,25.796845,-80.276198,"2100 NW 42nd Ave, Miami, FL 33126",Miami,FL,33126,US
134,3DQXvYDqwwbWDD8E98zk4A,Osaka,4.4,312,4.38,$$$$,4,False,(786) 627-4800,True,"Japanese, Sushi Bars",Japanese,2,"delivery, pickup",True,True,False,25.76037,-80.19033,"1300 Brickell Bay Dr, Miami, FL 33131",Miami,FL,33131,US
135,FC1HGH4fr6UbK4s0K54Asg,B Bistro + Bakery,4.4,1213,4.39,$$,2,False,(305) 330-6310,True,"Bakeries, Breakfast & Brunch, New American",Bakeries,3,"delivery, pickup",True,True,False,25.767529000000025,-80.19103729999999,"600 Brickell Ave, Ste 175, Miami, FL 33131",Miami,FL,33131,US
136,xoJaSxGkTmIIO3_iwqO4wQ,Herb N’ Kitchen,4.0,6,4.29,$$,2,True,Sin dato,False,"Convenience Stores, Breakfast & Brunch, Coffee & Tea",Convenience Stores,3,Sin dato,False,False,False,25.782184862505197,-80.27869257724802,"5101 Blue Lagoon Dr, Miami, FL 33126",Miami,FL,33126,US
137,4n41-oMwI6Th5qB8wq47Bw,La Carreta Cafe,3.7,73,4.05,$$,2,False,Sin dato,False,Cuban,Cuban,1,Sin dato,False,False,False,25.79773704807633,-80.28151831600958,"2100 NW 42nd Ave, Concourse D-37, Miami, FL 33126",Miami,FL,33126,US
138,ylA34pU7W8Nx7Di0jVCz9A,Ocean Cafe,4.7,3,4.32,$$,2,False,(305) 444-1040,True,"Delis, Burgers, Sandwiches",Delis,3,"delivery, pickup",True,True,False,25.7794393,-80.26538269999999,"782 NW 42nd Ave, Fl 3, Miami, FL 33126",Miami,FL,33126,US
139,s9-OFJrBridRA7yYZ-5g3g,Bored Cuban,4.2,121,4.25,$$,2,False,(305) 642-0323,True,"Cuban, Desserts, Acai Bowls",Cuban,3,Sin dato,False,False,False,25.77965,-80.26363,"831 NW 42nd Ave, Miami, FL 33126",Miami,FL,33126,US
140,if7FnLvTPz5NvjkQR6Li5g,Mastro's Ocean Club,4.4,102,4.35,$$,2,True,(786) 917-2031,True,"Seafood, Steakhouses",Seafood,2,"delivery, pickup",True,True,False,25.7712809,-80.1869739,"315 S Biscayne Blvd 100, Ste 100, Miami, FL 33131",Miami,FL,33131,US
141,HPPAmA73Xdb_5EKJHD18Ww,TITTS Chicken,4.5,35,4.36,$$,2,True,(786) 640-3910,True,Chicken Shop,Chicken Shop,1,Sin dato,False,False,False,25.76198747666619,-80.19361641225639,"1250 S Miami Ave, Miami, FL 33130",Miami,FL,33130,US
142,iveHdir91AAE5tZiSgIe7g,Peppi’s Steaks & Hoagie’s,4.1,7,4.29,$$,2,True,Sin dato,False,"Cheesesteaks, Sandwiches",Cheesesteaks,2,Sin dato,False,False,False,25.779684444352085,-80.1956887748537,"550 NW 1st Ave, Ste 240, Miami, FL 33136",Miami,FL,33136,US
143,7zi35PQGV0jnoM7NwHWd-w,Klaw Miami,4.4,437,4.38,$$$$,4,False,(305) 239-2523,True,"Steakhouses, Seafood, Bars",Steakhouses,3,Sin dato,False,False,False,25.792143,-80.185898,"1737 N Bayshore Dr, Miami, FL 33132",Miami,FL,33132,US
144,hWrr6NgHsPN-ah0DSBsVQw,Islas Del Caribe Restaurant,4.1,26,4.26,$,1,False,(786) 542-0205,True,"Seafood, Honduran, Breakfast & Brunch",Seafood,3,delivery,True,False,False,25.77184,-80.2646199,"4239 W Flagler St, Miami, FL 33134",Miami,FL,33134,US
145,6F_9_I63Gr10_6JUyZs6nQ,Narbona Coconut Grove,4.1,271,4.16,$$,2,False,(305) 982-8232,True,"Wine Bars, Breakfast & Brunch, Poke",Wine Bars,3,Sin dato,False,False,False,25.728971395927942,-80.24197699999999,"3015 Grand Ave, Ste 116, Miami, FL 33133",Miami,FL,33133,US
146,RHeKcqEpV72fnUDUfjBFdg,Pastelmania Bakery,4.8,112,4.57,$,1,False,(305) 541-3675,True,"Latin American, Breakfast & Brunch",Latin American,2,Sin dato,False,False,False,25.7729607,-80.2285614,"2015 W Flagler St, Miami, FL 33126",Miami,FL,33126,US
147,p9muUUiYGkLIr5atn5i2LA,Habibi Miami,2.9,78,3.69,$$,2,True,(786) 883-2800,True,"Mediterranean, Lounges, Arabic",Mediterranean,3,Sin dato,False,False,False,25.7778707,-80.20529396284643,"452 NW North River Dr, Miami, FL 33128",Miami,FL,33128,US
148,n6xaLebNjh8sYiYh89gdEQ,Komodo Miami,3.9,2612,3.91,$$$$,4,False,(305) 534-2211,True,"Asian Fusion, Cocktail Bars",Asian Fusion,2,delivery,True,False,False,25.765620189138485,-80.190062945046,"801 Brickell Ave, Miami, FL 33131",Miami,FL,33131,US
149,G7sq7f6Zqn5QsB7ShV29AA,Café Laurel,4.5,98,4.4,$$$$,4,True,(305) 330-9048,True,"French, Breakfast & Brunch, Burgers",French,3,Sin dato,False,False,False,25.780823616241143,-80.1923532,"698 NE 1st Ave, G-170, Miami, FL 33132",Miami,FL,33132,US
150,x9AjrNAXK2H8MNeklHp9Qw,Paseo Catracho,4.2,77,4.26,$,1,False,(305) 441-9391,True,Latin American,Latin American,1,delivery,True,False,False,25.778421,-80.273284,"4750 NW 7th St, Miami, FL 33126",Miami,FL,33126,US
151,IEHCi2Os2NrAnSlJPxKA2A,Bone Marrow Soup,5.0,2,4.32,$$,2,True,(305) 507-5547,True,Soup,Soup,1,Sin dato,False,False,False,25.72631,-80.31733,"4708 SW 75th Ave, Miami, FL 33155",Miami,FL,33155,US
152,H6KWK8GNk9bxUsjOOgHW1Q,Duffy's Tavern,3.8,257,3.94,$$,2,False,(305) 264-6580,True,"Bars, Burgers",Bars,2,pickup,False,True,False,25.7511641166699,-80.2875455514379,"2108 SW 57th Ave, Miami, FL 33155",Miami,FL,33155,US
153,Vfg66BjkL7dwWVS2aXUS8w,The Brightside,4.8,122,4.58,$$,2,False,(786) 558-4351,True,"Bars, Desserts, Sandwiches",Bars,3,"delivery, pickup",True,True,False,25.75106306843526,-80.22250558632564,"1721 SW 22nd St, Miami, FL 33145",Miami,FL,33145,US
154,eo2W_Hakq3SVGUsUSBHvGw,1-800-Lucky,4.1,1691,4.11,$$,2,False,(305) 768-9826,True,"Asian Fusion, Bars, Karaoke",Asian Fusion,3,delivery,True,False,False,25.79931,-80.198,"143 NW 23rd St, Miami, FL 33127",Miami,FL,33127,US
155,JYFUBml_kne5X-4rQVt7-g,Fonda Sabaneta,5.0,1,4.31,$$,2,True,(786) 615-5595,True,"Colombian, Cocktail Bars",Colombian,2,Sin dato,False,False,False,25.7660954848961,-80.2129928,"1101 SW 8th St, Miami, FL 33130",Miami,FL,33130,US
156,oxavRbReVd34pQjyBn14Vg,Eloise & Earnestine Soul Food,4.3,47,4.3,$$,2,True,(305) 687-7774,True,Soul Food,Soul Food,1,delivery,True,False,False,25.836011,-80.241088,"6781 NW 27th Ave, Miami, FL 33147",Miami,FL,33147,US
157,GJO03E6tUJjLFtvx4uoZSA,Doya,4.2,612,4.21,$$$,3,False,(305) 501-2848,True,"Turkish, Mediterranean, Greek",Turkish,3,delivery,True,False,False,25.8002094367749,-80.20144899999939,"347 NW 24th St, Miami, FL 33127",Miami,FL,33127,US
158,E1kKPa8V-DuKoV0PulDH-A,Rincon Criollo Restaurant,3.7,239,3.88,$$,2,False,(305) 871-7755,True,Cuban,Cuban,1,"delivery, pickup",True,True,False,25.799974,-80.259765,"2601 NW 39th Ave, Miami, FL 33142",Miami,FL,33142,US
159,xjA66W-FXlSc1kSYKGaADg,Maiz y Agave,3.9,465,3.97,$$$,3,False,Sin dato,False,Mexican,Mexican,1,Sin dato,False,False,False,25.74969,-80.26233,"375 Miracle Mile, Miami, FL 33134",Miami,FL,33134,US
160,nvwXcXSSNoV7FDWvYi_OKA,Mandolin Aegean Bistro,4.3,2566,4.3,$$,2,False,(305) 749-9140,True,"Mediterranean, Greek, Turkish",Mediterranean,3,"delivery, pickup",True,True,False,25.815960646211337,-80.19164751387174,"4312 NE 2nd Ave, Miami, FL 33137",Miami,FL,33137,US
161,owu3ufM0B_sFgh-aVsLO4g,Manta Wynwood,4.4,312,4.38,$$$,3,False,(786) 932-4678,True,Peruvian,Peruvian,1,delivery,True,False,False,25.800567,-80.197097,"102 NW 25th St, Miami, FL 33127",Miami,FL,33127,US
162,uu1L8C1bb1woOw8ebKNZkQ,Mary’s Cafe & Coin Laundry,4.1,268,4.16,$,1,False,(305) 443-6672,True,"Cuban, Laundromat, Coffee & Tea",Cuban,3,delivery,True,False,False,25.74446,-80.2383399,"2542 SW 27th Ave, Miami, FL 33133",Miami,FL,33133,US
163,wWC-EP1A2rPmDOKJaU5v4w,John Martin's,3.9,179,4.05,$$,2,False,(305) 209-0609,True,"Irish, Irish Pub",Irish,2,Sin dato,False,False,False,25.74983,-80.25978,"253 Miracle Mile, Miami, FL 33134",Miami,FL,33134,US
164,SQ66LPHvqbOcEdDY50XjCw,2 Korean Girls,4.1,87,4.21,$$$$,4,True,Sin dato,False,"Korean, Vegan, Food Delivery Services",Korean,3,Sin dato,False,False,False,25.813248515806286,-80.20557691167777,"Miami, FL 33127",Miami,FL,33127,US
165,wik7B9NqYB2_q3Ublmbkew,The Lasagna Shop,5.0,1,4.31,$$,2,True,(786) 878-0653,True,"Italian, Caterers, Comfort Food",Italian,3,Sin dato,False,False,False,25.74219,-80.31035,"7143 N Waterway Dr, Miami, FL 33155",Miami,FL,33155,US
166,_reA2qDZP0H5UmbP5-E97Q,Mayu,4.6,99,4.45,$$,2,True,(305) 860-1426,True,Peruvian,Peruvian,1,"delivery, pickup",True,True,False,25.76746261,-80.1969397,"177 SW 7th St, Miami, FL 33130",Miami,FL,33130,US
167,EifxMstpnQLYqBzGQ4DFRQ,D’Pura Cepa,4.3,13,4.31,$$,2,True,(787) 393-7088,True,Puerto Rican,Puerto Rican,1,Sin dato,False,False,False,25.754151872023467,-80.20722110403176,"2600 SW 2nd Ave, Miami, FL 33129",Miami,FL,33129,US
168,lA0pZRdywCObvwp2In7O7Q,Mayami Wynwood,3.1,747,3.24,$$$,3,False,(786) 660-1341,True,"Mexican, Cocktail Bars",Mexican,2,"delivery, pickup, restaurant_reservation",True,True,True,25.79933630371411,-80.1976713,"127 NW 23rd St, Miami, FL 33127",Miami,FL,33127,US
169,ytb24iUXCaophnrZ7jtU6w,Manila Kantina,4.9,95,4.6,$$,2,False,(786) 534-8277,True,"Filipino, Breakfast & Brunch, Asian Fusion",Filipino,3,"delivery, pickup",True,True,False,25.7744277357264,-80.189323626485,"245 E Flagler St, Miami, FL 33131",Miami,FL,33131,US
170,-QtB-fGXYKdaEQySVO28wg,Dirty French Steakhouse,4.1,268,4.16,$$$$,4,False,(212) 254-3000,True,"French, Steakhouses",French,2,Sin dato,False,False,False,25.76208,-80.1925,"1200 Brickell Ave, Miami, FL 33131",Miami,FL,33131,US
171,HlYMHwB3vlOGvkm7RA_vMQ,Isabelle's Grill Room and Garden,3.7,71,4.05,$$,2,True,(305) 644-4680,True,New American,New American,1,delivery,True,False,False,25.73060899592036,-80.23803449161768,"3330 SW 27th Ave, Miami, FL 33133",Miami,FL,33133,US
172,Wy-J_av7_SUm7AuXp_ieUw,Breadman Miami,4.5,246,4.44,$,1,False,(305) 265-1348,True,"Bakeries, Sandwiches, Breakfast & Brunch",Bakeries,3,"delivery, pickup",True,True,False,25.7618704668318,-80.3266456998574,"8100 SW 8th St, Miami, FL 33144",Miami,FL,33144,US
173,i-fgz6ZbZ4D1uqeKa76xmw,Pho 79,4.1,963,4.12,$$,2,False,(305) 603-7222,True,"Vietnamese, Noodles, Bubble Tea",Vietnamese,3,"delivery, pickup",True,True,False,25.756192,-80.366591,"1415 SW 107th Ave, Miami, FL 33174",Miami,FL,33174,US
174,xbP0RbYjeBeaey8vaZWwGA,The Greek Street,3.7,3,4.29,$$,2,True,Sin dato,False,"Greek, Mediterranean",Greek,2,Sin dato,False,False,False,25.731804678814296,-80.3070565,"6970 SW 40th St, Miami, FL 33155",Miami,FL,33155,US
175,-vIOvnJhvEfWfUZeobqGqQ,Majestic Portuguese Bakehouse,4.3,197,4.3,$$,2,False,(786) 294-0833,True,"Portuguese, Bakeries, Desserts",Portuguese,3,delivery,True,False,False,25.749701,-80.2486254,"3340 Coral Way, Miami, FL 33145",Miami,FL,33145,US
176,A5eRH3hfyWQeNOsEu_0dag,Ophelia,4.8,52,4.47,$,1,True,Sin dato,False,"Bakeries, Coffee & Tea, Breakfast & Brunch",Bakeries,3,Sin dato,False,False,False,25.74314169400243,-80.22850297639151,"2140 S Dixie Hwy, Miami, FL 33133",Miami,FL,33133,US
177,byXml8ucI-z68JnV7aFpTg,China Express,4.1,192,4.17,$,1,False,(305) 639-8281,True,Chinese,Chinese,1,"delivery, pickup",True,True,False,25.77057,-80.28882,"5748 W Flagler St, Miami, FL 33144",Miami,FL,33144,US
178,ge_qcHpQLvcicbMbiUxFSw,La Vasca Deli,4.6,38,4.39,$$,2,True,(786) 334-0873,True,"Delis, Beer, Wine & Spirits, Spanish",Delis,4,pickup,False,True,False,25.76509,-80.25133,"3407 SW 8th St, Miami, FL 33135",Miami,FL,33135,US
179,Fri7JhawKb09bKepStcTBw,Yambo Restaurant,3.6,483,3.72,$$,2,False,(305) 649-0203,True,"Latin American, Nicaraguan",Latin American,2,"delivery, pickup",True,True,False,25.7725542480094,-80.2223160649429,"1643 SW 1st St, Miami, FL 33135",Miami,FL,33135,US
180,Eps1ODuzyLswPNE1xExf8Q,Modern Garden,3.6,8,4.25,$$$$,4,False,(305) 440-4200,True,"Mediterranean, Brasseries",Mediterranean,2,delivery,True,False,False,25.77767,-80.2046,"422 NW N River Dr, Miami, FL 33128",Miami,FL,33128,US
181,O3lB3-6MTlQ2sWJsseMjxQ,House of Birds & Drop Biscuits,5.0,4,4.33,$$,2,True,Sin dato,False,"Chicken Shop, Salad, Sandwiches",Chicken Shop,3,Sin dato,False,False,False,25.72778056,-80.23426395,"3415 Pan American Dr, Miami, FL 33133",Miami,FL,33133,US
182,rotNnhymUbXhXz-WRXlXvg,Maria's Greek Restaurant,4.1,359,4.14,$$,2,False,(305) 856-0938,True,"Greek, Mediterranean",Greek,2,"delivery, pickup",True,True,False,25.7506828,-80.2333412,"2359 Coral Way, Miami, FL 33145",Miami,FL,33145,US
183,EIBlB2UCGMSizEoDbUZKKw,DoubleShot tapas and Burger Bar,2.6,15,4.08,$$,2,False,(305) 261-3800,True,"Burgers, Tapas Bars",Burgers,2,"delivery, pickup",True,True,False,25.77692456402972,-80.31146471430954,"711 NW 72nd Ave, Miami, FL 33126",Miami,FL,33126,US
184,XkNwu6onOHtFWk3BNsLjaA,1986 Steakhouse,4.0,1,4.3,$$$,3,True,(786) 542-9845,True,"Steakhouses, Cocktail Bars",Steakhouses,2,Sin dato,False,False,False,25.728955918095625,-80.24051419999999,"2911 Grand Ave, Ste 111, Miami, FL 33133",Miami,FL,33133,US
185,1rX82reZNlMuWTzSOm6l9Q,Miami Food Court,4.0,1,4.3,$$,2,True,(305) 576-9412,True,Food Court,Food Court,1,Sin dato,False,False,False,25.795471,-80.20594,"643 NW 20th St, Miami, FL 33127",Miami,FL,33127,US
186,4JHfdpdUKUi2lygKWTMCYA,Sala'o Cuban Restaurant & Bar,4.1,515,4.13,$$,2,False,(305) 642-8989,True,"Cuban, Cocktail Bars, Venues & Event Spaces",Cuban,3,Sin dato,False,False,False,25.765507,-80.221454,"1642 SW 8th St, Miami, FL 33135",Miami,FL,33135,US
