id,alias,name,image_url,is_closed,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
LPVv4wk9gwGlIEdfZJRaHQ,jrk-miami-miami,Jrk!,https://s3-media0.fl.yelpcdn.com/bphoto/nB_I7hx4NhhBv5oYF1tDdA/o.jpg,False,130,"[{'alias': 'caribbean', 'title': 'Caribbean'}]",4.5,"{'latitude': 25.775205782261285, 'longitude': -80.19496699999999}",[],$$,"{'address1': '95 NW 1st St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33128', 'country': 'US', 'state': 'FL', 'display_address': ['95 NW 1st St', 'Miami, FL 33128']}",13052904684.0,(305) 290-4684,9647.891842653617
V3btCvWa1flTBYt2YKea_g,bombay-darbar-miami-3,Bombay Darbar,https://s3-media0.fl.yelpcdn.com/bphoto/ZYRyJ1_iTHzLBr37P78vow/o.jpg,False,1715,"[{'alias': 'indpak', 'title': 'Indian'}]",4.5,"{'latitude': 25.72935, 'longitude': -80.240789}","['delivery', 'pickup']",$$,"{'address1': '2901 Florida Ave', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['2901 Florida Ave', 'Miami, FL 33133']}",13054447272.0,(305) 444-7272,5405.961958481842
0EVWp_KyFdWC9VxJ7Sku1Q,cote-miami-miami-2,COTE Miami,https://s3-media0.fl.yelpcdn.com/bphoto/rdK1JuhS_SRzZJipgwMZRA/o.jpg,False,1013,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.5,"{'latitude': 25.812905772091284, 'longitude': -80.19149139999999}",[],$$$$,"{'address1': '3900 NE 2nd Ave', 'address2': None, 'address3': 'Miami Design District', 'city': 'Miami', 'zip_code': '33137', 'country': 'US', 'state': 'FL', 'display_address': ['3900 NE 2nd Ave', 'Miami Design District', 'Miami, FL 33137']}",13054344668.0,(305) 434-4668,11751.444187202473
bphcfZUfxkGUV4l87BCIDg,cove-restaurant-miami,Cove Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/1OVsBf2-rsRq-mf1xSWZ4w/o.jpg,False,16,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'restaurants', 'title': 'Restaurants'}]",3.1,"{'latitude': 25.78190324847401, 'longitude': -80.2784943}",[],,"{'address1': '5101 Blue Lagoon Dr', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33126', 'country': 'US', 'state': 'FL', 'display_address': ['5101 Blue Lagoon Dr', 'Miami, FL 33126']}",13052621000.0,(305) 262-1000,3371.5824519462067
CbEQK2S7axhORTDX0id5FQ,la-carreta-restaurant-miami-4,La Carreta Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/phjGXo0jlRYXCIepK8yilg/o.jpg,False,747,"[{'alias': 'cuban', 'title': 'Cuban'}]",3.8,"{'latitude': 25.794802728315297, 'longitude': -80.2791273791667}",[],$$,"{'address1': '2100 NW 42nd Ave', 'address2': 'Concourse D-37', 'address3': 'Concourse D-37', 'city': 'Miami', 'zip_code': '33125', 'country': 'US', 'state': 'FL', 'display_address': ['2100 NW 42nd Ave', 'Concourse D-37', 'Concourse D-37', 'Miami, FL 33125']}",13058693003.0,(305) 869-3003,4752.036509851842
NtBdy9oTCc_wqGXionh2IA,namaste-miami-miami,Namaste Miami,https://s3-media0.fl.yelpcdn.com/bphoto/Qk-Su5GaItRztKrbQ88o1g/o.jpg,False,224,"[{'alias': 'indpak', 'title': 'Indian'}]",4.5,"{'latitude': 25.754562, 'longitude': -80.259166}","['delivery', 'pickup']",$$,"{'address1': '221 Navarre Ave Coral Gables', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['221 Navarre Ave Coral Gables', 'Miami, FL 33134']}",17865342161.0,(786) 534-2161,2897.159805344041
VowIZqzv0qfy-qElp0mu8A,la-terraza-miami-2,La Terraza,https://s3-media0.fl.yelpcdn.com/bphoto/xsEsjfX5HMUkqOpGkzQinA/o.jpg,False,4,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.8,"{'latitude': 25.76544454342344, 'longitude': -80.21913947504257}",[],,"{'address1': '1440 SW 8th St', 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33135', 'country': 'US', 'state': 'FL', 'display_address': ['1440 SW 8th St', 'Miami, FL 33135']}",17865782220.0,(786) 578-2220,7042.272932939509
Obt7Njta79-1CNtNwhNXiw,bunbury-miami-3,Bunbury,https://s3-media0.fl.yelpcdn.com/bphoto/uW2ngKV5uCi1mK3QWsv8wQ/o.jpg,False,975,"[{'alias': 'argentine', 'title': 'Argentine'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.6,"{'latitude': 25.788458, 'longitude': -80.193363}","['pickup', 'delivery', 'restaurant_reservation']",$$$,"{'address1': '55 NE 14th St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['55 NE 14th St', 'Miami, FL 33132']}",13053336929.0,(305) 333-6929,10276.024248591662
QAPNSxiFhcNSdmjM0dD8Tw,lung-yai-thai-tapas-miami,Lung Yai Thai Tapas,https://s3-media0.fl.yelpcdn.com/bphoto/QCCbDBGUuXIODGuYyjQ9hg/o.jpg,False,1812,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 25.76595, 'longitude': -80.22329}","['delivery', 'pickup']",$$,"{'address1': '1731 SW 8th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33135', 'country': 'US', 'state': 'FL', 'display_address': ['1731 SW 8th St', 'Miami, FL 33135']}",17863346262.0,(786) 334-6262,6643.393737663892
Dzk_O70dBXoKcIQQeaOqyw,amor-di-pasta-miami-27,Amor di Pasta,https://s3-media0.fl.yelpcdn.com/bphoto/WxNb-rVGZkH43f_SF80eTA/o.jpg,False,422,"[{'alias': 'italian', 'title': 'Italian'}]",4.3,"{'latitude': 25.776908, 'longitude': -80.288655}","['pickup', 'delivery']",$$,"{'address1': '536 NW 57th Ave', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33126', 'country': 'US', 'state': 'FL', 'display_address': ['536 NW 57th Ave', 'Miami, FL 33126']}",17866152019.0,(786) 615-2019,2678.158091038152
AsBZ1nQ4cD2wUKrdnFxlgQ,rusty-pelican-miami-key-biscayne-4,Rusty Pelican - Miami,https://s3-media0.fl.yelpcdn.com/bphoto/oW4KWyN47NVt5JDTwyYWUA/o.jpg,False,3102,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.8,"{'latitude': 25.747874, 'longitude': -80.175607}",[],$$$,"{'address1': '3201 Rickenbacker Cswy', 'address2': '', 'address3': '', 'city': 'Key Biscayne', 'zip_code': '33149', 'country': 'US', 'state': 'FL', 'display_address': ['3201 Rickenbacker Cswy', 'Key Biscayne, FL 33149']}",13053613818.0,(305) 361-3818,11275.015482939489
Q9Xq-w4DhTeGA_csODsMCA,loretta-and-the-butcher-miami,Loretta & The Butcher,https://s3-media0.fl.yelpcdn.com/bphoto/n3vq3FvUYdGveugJxv5jAQ/o.jpg,False,332,"[{'alias': 'argentine', 'title': 'Argentine'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'butcher', 'title': 'Butcher'}]",4.4,"{'latitude': 25.727754, 'longitude': -80.24458}","['pickup', 'delivery']",$$,"{'address1': '3195 Commodore Plz', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['3195 Commodore Plz', 'Miami, FL 33133']}",17866189982.0,(786) 618-9982,5171.448530484852
iilZWFBmVXh0b9DkYzbERQ,koko-miami-2,Koko,https://s3-media0.fl.yelpcdn.com/bphoto/aWQmoVev6nSQ9_Warlzmzg/o.jpg,False,328,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.3,"{'latitude': 25.73015, 'longitude': -80.23905}",[],,"{'address1': '2856 Tigertail Ave', 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['2856 Tigertail Ave', 'Miami, FL 33133']}",,,5519.02731019751
fV6YXmRerkHKARygmuaM6A,mofongo-miami-3,Mofongo,https://s3-media0.fl.yelpcdn.com/bphoto/-DezBPdR2tODCZSBLmyFpQ/o.jpg,False,729,"[{'alias': 'puertorican', 'title': 'Puerto Rican'}]",4.1,"{'latitude': 25.765540310028335, 'longitude': -80.22201134856796}","['pickup', 'delivery']",$$,"{'address1': '1672 SW 8th St', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33135', 'country': 'US', 'state': 'FL', 'display_address': ['1672 SW 8th St', 'Miami, FL 33135']}",17865421645.0,(786) 542-1645,6762.889862193347
8llX2xvJjma2isxeow684A,casa-mariano-doral,Casa Mariano,https://s3-media0.fl.yelpcdn.com/bphoto/vX5Ny9IanRacVCKIwc8RpA/o.jpg,False,151,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.7,"{'latitude': 25.79779, 'longitude': -80.32954}",[],,"{'address1': '8200 NW 27th St', 'address2': 'Ste 106', 'address3': None, 'city': 'Doral', 'zip_code': '33122', 'country': 'US', 'state': 'FL', 'display_address': ['8200 NW 27th St', 'Ste 106', 'Doral, FL 33122']}",13053920507.0,(305) 392-0507,6499.593740786041
qU4KOnvEyuDKTcRCgofKWw,ava-mediterraegean-miami-4,AVA MediterrAegean Coconut Grove,https://s3-media0.fl.yelpcdn.com/bphoto/HUzB1CEXVyQUKb7AQTJgbA/o.jpg,False,80,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'greek', 'title': 'Greek'}]",3.9,"{'latitude': 25.7269438, 'longitude': -80.24058330000001}",[],,"{'address1': '2889 Mcfarlane Rd', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['2889 Mcfarlane Rd', 'Miami, FL 33133']}",17865402889.0,(786) 540-2889,5557.786408925898
9h9nMMvnINJWMt7TjJtePw,the-taco-stand-miami,The Taco Stand,https://s3-media0.fl.yelpcdn.com/bphoto/iGbc551joYsQdOncWcg23w/o.jpg,False,1727,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 25.800782252405774, 'longitude': -80.20131579640305}","['pickup', 'delivery']",$$,"{'address1': '313 NW 25th St', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['313 NW 25th St', 'Miami, FL 33127']}",17865804948.0,(786) 580-4948,10191.067746631868
IkTb-zHxAGNqeEvyTaln4g,certo-italian-restaurant-miami-6,Certo Italian Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/qs5lSebVuAqwLrkiiJLD8g/o.jpg,False,427,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.7,"{'latitude': 25.75976, 'longitude': -80.28801}","['pickup', 'delivery']",$$,"{'address1': '1200 SW 57th Ave', 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33144', 'country': 'US', 'state': 'FL', 'display_address': ['1200 SW 57th Ave', 'Miami, FL 33144']}",13054563200.0,(305) 456-3200,768.1161759082453
_WzrhI273PHyyBS1oNKwMQ,hillstone-restaurant-coral-gables-2,Hillstone Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/1c2MveR0Sqap0dluw3DCGg/o.jpg,False,1391,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",3.6,"{'latitude': 25.7499, 'longitude': -80.25892}",['pickup'],$$$,"{'address1': '201 Miracle Mile', 'address2': '', 'address3': '', 'city': 'Coral Gables', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['201 Miracle Mile', 'Coral Gables, FL 33134']}",13055290141.0,(305) 529-0141,2942.9612560142045
79IaCcuoIGLQ-5jDMWjJLA,dumplings-mi-amor-miami,Dumplings Mi Amor,https://s3-media0.fl.yelpcdn.com/bphoto/BWJHYw5xU-zwgQcS6v-ZGw/o.jpg,False,136,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",4.6,"{'latitude': 25.773030138967897, 'longitude': -80.1901220238637}",[],,"{'address1': '119 SE 2nd Ave', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33131', 'country': 'US', 'state': 'FL', 'display_address': ['119 SE 2nd Ave', 'Miami, FL 33131']}",,,10060.758930234831
GXUoFGyTH-iSHRO-NG2HZA,naked-farmer-coral-gables-3,Naked Farmer,https://s3-media0.fl.yelpcdn.com/bphoto/h4kKEKRpWrOge6ih5gTJdg/o.jpg,False,145,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.4,"{'latitude': 25.75156, 'longitude': -80.25763}",[],$$,"{'address1': '137 Giralda Ave', 'address2': None, 'address3': '', 'city': 'Coral Gables', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['137 Giralda Ave', 'Coral Gables, FL 33134']}",13054877327.0,(305) 487-7327,3048.426844220362
RgL7D8-10fJk6aAPz9a0tg,yamashiro-miami-miami-3,Yamashiro Miami,https://s3-media0.fl.yelpcdn.com/bphoto/L0iv8RmAlh39M2soak_t2g/o.jpg,False,71,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.2,"{'latitude': 25.78023492307733, 'longitude': -80.19107837435791}",[],,"{'address1': '159 NE 6th St', 'address2': 'Fl 9', 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['159 NE 6th St', 'Fl 9', 'Miami, FL 33132']}",17864122791.0,(786) 412-2791,10177.664935229748
osJg1bKN96xGg9rIUsjLGA,amal-miami,Amal,https://s3-media0.fl.yelpcdn.com/bphoto/WwUqXY27XHPYYuVGT2MBbA/o.jpg,False,380,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'arabian', 'title': 'Arabic'}]",4.1,"{'latitude': 25.72668, 'longitude': -80.24414}",[],$$$,"{'address1': '3480 Main Hwy', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['3480 Main Hwy', 'Miami, FL 33133']}",17863690846.0,(786) 369-0846,5266.507463358313
wjTfEfdtzFZEbX6t7vC9JQ,casa-juan-restaurant-miami,Casa Juan Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/nS1YTihMRX5Y87szAZJz7w/o.jpg,False,297,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'cuban', 'title': 'Cuban'}]",3.9,"{'latitude': 25.7781036, 'longitude': -80.2896741}","['pickup', 'delivery']",$$,"{'address1': '5755 NW 7th St', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33126', 'country': 'US', 'state': 'FL', 'display_address': ['5755 NW 7th St', 'Miami, FL 33126']}",13052657595.0,(305) 265-7595,2928.352215894054
yE9omO1xk19uk9kzmgW9Ew,motek-coral-gables-miami-2,Motek Coral Gables,https://s3-media0.fl.yelpcdn.com/bphoto/ZFvFAEib4_girQi9LbV7dw/o.jpg,False,463,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.3,"{'latitude': 25.75006090457327, 'longitude': -80.2558081319749}","['pickup', 'delivery']",,"{'address1': '45 Miracle Mile', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['45 Miracle Mile', 'Miami, FL 33134']}",13053968547.0,(305) 396-8547,3243.794299119027
HwP03dX0nrAfhE8xLuMDyw,cane-fire-grille-miami,Cane Fire Grille,https://s3-media0.fl.yelpcdn.com/bphoto/vNiLWI5kKNu0uqpAUwcktA/o.jpg,False,49,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'caribbean', 'title': 'Caribbean'}]",3.3,"{'latitude': 25.783896, 'longitude': -80.2625051}",['delivery'],$$$,"{'address1': '1201 NW Le Jeune Rd', 'address2': 'Bldg A', 'address3': '', 'city': 'Miami', 'zip_code': '33126', 'country': 'US', 'state': 'FL', 'display_address': ['1201 NW Le Jeune Rd', 'Bldg A', 'Miami, FL 33126']}",13055399925.0,(305) 539-9925,4298.532280941346
4YdRkZ1PB6P_FJMu73fsXQ,casa-xabi-miami,Casa Xabi,https://s3-media0.fl.yelpcdn.com/bphoto/SBRp7XDRg45D-53QcDYEhg/o.jpg,False,77,"[{'alias': 'basque', 'title': 'Basque'}, {'alias': 'bars', 'title': 'Bars'}]",4.3,"{'latitude': 25.727513461409316, 'longitude': -80.24442009571662}",[],,"{'address1': '3145 Commodore Plz', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['3145 Commodore Plz', 'Miami, FL 33133']}",17866415102.0,(786) 641-5102,5198.242021892409
OwF4aaSHwwhLRYmx270qoQ,tacos-el-carnal-miami,Tacos El Carnal,https://s3-media0.fl.yelpcdn.com/bphoto/9XRI60hN-HcnITOFMj5J7w/o.jpg,False,334,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.1,"{'latitude': 25.76231, 'longitude': -80.29583}","['pickup', 'delivery']",$,"{'address1': '6888 W Flagler St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33144', 'country': 'US', 'state': 'FL', 'display_address': ['6888 W Flagler St', 'Miami, FL 33144']}",17862034406.0,(786) 203-4406,2731.297250589728
rlPuSzNrVqjxuYAVh1zDPQ,diced-west-miami,Diced,https://s3-media0.fl.yelpcdn.com/bphoto/4DXEd1ICxcsbAn-R1tD5Pw/o.jpg,False,595,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.4,"{'latitude': 25.748811, 'longitude': -80.30386}","['pickup', 'delivery']",$$,"{'address1': '2342 SW 67th Ave', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33155', 'country': 'US', 'state': 'FL', 'display_address': ['2342 SW 67th Ave', 'Miami, FL 33155']}",17867732190.0,(786) 773-2190,1645.1519515123885
jnRWB2qPhiIi5jP_-6C1Jw,red-rooster-overtown-miami-2,Red Rooster Overtown,https://s3-media0.fl.yelpcdn.com/bphoto/X7iJIlwBYVnJIgvBjvohyA/o.jpg,False,1067,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.1,"{'latitude': 25.783113432567287, 'longitude': -80.19815214505836}","['pickup', 'delivery']",$$$,"{'address1': '920 NW 2nd Ave', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33136', 'country': 'US', 'state': 'FL', 'display_address': ['920 NW 2nd Ave', 'Miami, FL 33136']}",13056409880.0,(305) 640-9880,9611.479498772756
Jjifi324EdbrMWSW2-ZcKQ,homa-persian-cuisine-miami,Homa Persian Cuisine,https://s3-media0.fl.yelpcdn.com/bphoto/Tf9Lr5KdZavRWCH7qJNFZg/o.jpg,False,41,"[{'alias': 'persian', 'title': 'Persian/Iranian'}]",4.8,"{'latitude': 25.746275, 'longitude': -80.221992}","['pickup', 'delivery']",,"{'address1': '2490 SW 17th Ave', 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33145', 'country': 'US', 'state': 'FL', 'display_address': ['2490 SW 17th Ave', 'Miami, FL 33145']}",13052522222.0,(305) 252-2222,6654.565051559707
1Blff5gcTYTbsNPA16m8nw,the-bistro-miami,The Bistro,https://s3-media0.fl.yelpcdn.com/bphoto/2hfvkZ823DUaSjDSuMOYZg/o.jpg,False,3,"[{'alias': 'newamerican', 'title': 'New American'}]",4.7,"{'latitude': 25.731428, 'longitude': -80.235954}",[],,"{'address1': '2649 S Bayshore Dr', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['2649 S Bayshore Dr', 'Miami, FL 33133']}",13058582500.0,(305) 858-2500,5735.512073441376
kIv1SwTV8-v8m67qDFWk1Q,armstrong-jazz-house-coral-gables,Armstrong Jazz House,https://s3-media0.fl.yelpcdn.com/bphoto/dbaFVKeowzk2JDF4TTE6Hw/o.jpg,False,167,"[{'alias': 'jazzandblues', 'title': 'Jazz & Blues'}, {'alias': 'french', 'title': 'French'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"{'latitude': 25.749767, 'longitude': -80.260205}",['restaurant_reservation'],,"{'address1': '271 Miracle Mile', 'address2': None, 'address3': '', 'city': 'Coral Gables', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['271 Miracle Mile', 'Coral Gables, FL 33134']}",13054889955.0,(305) 488-9955,2809.844465744993
pUg9rFqeiSIWcWUqri_47w,sixty-vines-miami,Sixty Vines,https://s3-media0.fl.yelpcdn.com/bphoto/gmPkaFydx78xxzRow3C4vQ/o.jpg,False,204,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.6,"{'latitude': 25.781526, 'longitude': -80.191181}",[],,"{'address1': '150 NE 8th St.', 'address2': 'Ste 135', 'address3': None, 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['150 NE 8th St.', 'Ste 135', 'Miami, FL 33132']}",17866077846.0,(786) 607-7846,10209.090967065356
a8ilqHTLFJmFvFMzn_AbRA,la-bodeguita-espanola-miami,La Bodeguita Espanola,https://s3-media0.fl.yelpcdn.com/bphoto/h0e6ZOdzaH3kFfHgtynxIw/o.jpg,False,11,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.0,"{'latitude': 25.75400676056545, 'longitude': -80.28787136685327}",[],$,"{'address1': '1892 S Red Rd', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33155', 'country': 'US', 'state': 'FL', 'display_address': ['1892 S Red Rd', 'Miami, FL 33155']}",17868990262.0,(786) 899-0262,132.20277030219702
vjtP6T-uOuF3ZVL88tKhYA,soi-thai-street-food-miami,SOI Thai Street Food,https://s3-media0.fl.yelpcdn.com/bphoto/n-7sxXCkaeFwNgfOl0kQXQ/o.jpg,False,50,"[{'alias': 'thai', 'title': 'Thai'}]",4.8,"{'latitude': 25.7685036, 'longitude': -80.3593149}","['pickup', 'delivery']",,"{'address1': '10016 W Flagler St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33174', 'country': 'US', 'state': 'FL', 'display_address': ['10016 W Flagler St', 'Miami, FL 33174']}",17862387813.0,(786) 238-7813,7346.445518491674
u5-HCARN29cYKm-h7Kdurw,carbone-vino-coconut-grove,Carbone Vino,https://s3-media0.fl.yelpcdn.com/bphoto/fF8CWyVSCE-CSDLOJCn8JQ/o.jpg,False,130,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.3,"{'latitude': 25.728728226116075, 'longitude': -80.24037108440719}",[],$$$$,"{'address1': '2911 Grand Ave', 'address2': '', 'address3': None, 'city': 'Coconut Grove', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['2911 Grand Ave', 'Coconut Grove, FL 33133']}",,,5476.164265523064
0FRl-hghB50Gw3CQnasq2Q,braga-portuguese-restaurant-miami,Braga Portuguese Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/1dW7NRwqtuafcvRd2LBcfg/o.jpg,False,80,"[{'alias': 'portuguese', 'title': 'Portuguese'}]",4.8,"{'latitude': 25.751148301114853, 'longitude': -80.21853935054354}",['delivery'],,"{'address1': '1401 SW 22nd St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33145', 'country': 'US', 'state': 'FL', 'display_address': ['1401 SW 22nd St', 'Miami, FL 33145']}",13053920959.0,(305) 392-0959,6964.168673520157
Gx7zWzRfytSEmiz8a7Yw5w,bachour-coral-gables,Bachour,https://s3-media0.fl.yelpcdn.com/bphoto/_h3OWr1PQrYqiHcw2AfSUA/o.jpg,False,915,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.4,"{'latitude': 25.7540587, 'longitude': -80.2609892}","['pickup', 'delivery']",$$,"{'address1': '2020 Salzedo St', 'address2': None, 'address3': '', 'city': 'Coral Gables', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['2020 Salzedo St', 'Coral Gables, FL 33134']}",13052030552.0,(305) 203-0552,2710.0859227404185
6vL6vsYoQ9h1SqDHbgEvrg,the-korean-chef-kendall,The Korean Chef,https://s3-media0.fl.yelpcdn.com/bphoto/vX9h2QvEwl7ryvW4gGzSyA/o.jpg,False,46,"[{'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 25.68752, 'longitude': -80.363156}",[],,"{'address1': '10471 SW 88th St', 'address2': 'Ste B103', 'address3': '', 'city': 'Kendall', 'zip_code': '33176', 'country': 'US', 'state': 'FL', 'display_address': ['10471 SW 88th St', 'Ste B103', 'Kendall, FL 33176']}",13058498867.0,(305) 849-8867,10470.78963579743
yoqNKeW5kj9flZoI211v5w,pinolandia-miami,Pinolandia,https://s3-media0.fl.yelpcdn.com/bphoto/ts6HWtpxAk3Cq87ptrTdLQ/o.jpg,False,384,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'nicaraguan', 'title': 'Nicaraguan'}]",4.0,"{'latitude': 25.77476, 'longitude': -80.2144299}","['pickup', 'delivery']",$,"{'address1': '119 NW 12th Ave', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33128', 'country': 'US', 'state': 'FL', 'display_address': ['119 NW 12th Ave', 'Miami, FL 33128']}",13053258663.0,(305) 325-8663,7772.302951549969
XVHNF6zXA1IV052G7x48vA,eating-house-miami-2,Eating House,https://s3-media0.fl.yelpcdn.com/bphoto/uIOdYpX8tznaRYPPFl1Z6w/o.jpg,False,264,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'tradamerican', 'title': 'American'}, {'alias': 'italian', 'title': 'Italian'}]",4.2,"{'latitude': 25.751223156534692, 'longitude': -80.2574288326405}",[],$$$,"{'address1': '128 Giralda Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['128 Giralda Ave', 'Miami, FL 33134']}",17865803745.0,(786) 580-3745,3072.021474102637
